#id	length
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/85827/ccs	685
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/86065/ccs	601
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/87239/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/89417/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/90422/ccs	557
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/92713/ccs	533
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/92773/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/94195/ccs	1155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/95057/ccs	491
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/96919/ccs	843
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/97261/ccs	877
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/97406/ccs	757
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/98933/ccs	1536
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/99199/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/100753/ccs	911
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/100768/ccs	1100
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/102079/ccs	1153
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/102947/ccs	2368
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/105777/ccs	1155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/106097/ccs	2162
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/107772/ccs	765
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/107831/ccs	2321
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/111810/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/113673/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/114616/ccs	499
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/115104/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/115110/ccs	496
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/115674/ccs	1359
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/116517/ccs	801
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/116691/ccs	869
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/118803/ccs	1156
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/122663/ccs	1155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/125646/ccs	452
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128385/ccs	729
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129547/ccs	1030
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131673/ccs	1372
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131783/ccs	592
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133419/ccs	509
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134993/ccs	1100
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136190/ccs	586
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/147289/ccs	1031
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/151892/ccs	556
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/153605/ccs	649
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/156495/ccs	1154
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/157586/ccs	809
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/160902/ccs	2274
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/161307/ccs	768
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/162417/ccs	575
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/162556/ccs	557
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/30/ccs	644
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/1948/ccs	814
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/4653/ccs	463
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/4936/ccs	886
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/5183/ccs	1131
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/6092/ccs	481
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/10994/ccs	657
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/11322/ccs	891
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/11350/ccs	482
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/11622/ccs	1154
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/11999/ccs	507
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/12505/ccs	1948
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/12669/ccs	1030
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/13435/ccs	642
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/13734/ccs	871
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/14050/ccs	1102
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/17102/ccs	881
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/17438/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/18314/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/18373/ccs	891
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/19038/ccs	655
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/19069/ccs	341
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/19905/ccs	559
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/20582/ccs	1079
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/20657/ccs	882
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/21274/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/22141/ccs	1163
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/22296/ccs	1165
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/24273/ccs	1029
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/25511/ccs	888
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/25736/ccs	1021
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/26994/ccs	1100
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/27748/ccs	639
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/27992/ccs	1054
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/29387/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/29982/ccs	1294
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/30249/ccs	462
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/31456/ccs	747
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/31587/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/32522/ccs	1822
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/32762/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/32930/ccs	380
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/32970/ccs	990
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/33636/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/34653/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/34803/ccs	484
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/34940/ccs	390
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/36238/ccs	7894
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/38974/ccs	1155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/39030/ccs	1160
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/39605/ccs	1189
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/39842/ccs	780
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/40236/ccs	814
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/40903/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/41801/ccs	478
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/42065/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/42482/ccs	460
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/42657/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/43069/ccs	464
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/43302/ccs	642
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/44371/ccs	1100
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/44437/ccs	462
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/44902/ccs	1033
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/45967/ccs	1551
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/46670/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/46884/ccs	642
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/48678/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/50536/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/51337/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/51664/ccs	1371
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/51720/ccs	888
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/51810/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/52501/ccs	1028
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/54370/ccs	2148
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/55471/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/57069/ccs	641
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/57219/ccs	1155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/57267/ccs	889
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/57456/ccs	879
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/59056/ccs	640
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/59470/ccs	638
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/60425/ccs	1230
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/60779/ccs	1103
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/61738/ccs	892
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/61766/ccs	510
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/62864/ccs	529
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/62868/ccs	801
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/66189/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/67282/ccs	524
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/67637/ccs	640
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/67774/ccs	1937
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/68274/ccs	640
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/68914/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/69275/ccs	1374
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/69420/ccs	1950
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/70379/ccs	1153
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/71186/ccs	532
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/72540/ccs	557
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/73319/ccs	587
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/74376/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/74440/ccs	535
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/75018/ccs	425
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/75304/ccs	907
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/75714/ccs	1043
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/76594/ccs	534
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/77638/ccs	1154
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/78949/ccs	654
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/79478/ccs	544
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/80544/ccs	817
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/81298/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/83566/ccs	2151
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/85492/ccs	889
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/86830/ccs	1545
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/87294/ccs	1934
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/87940/ccs	877
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/88150/ccs	1391
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/88564/ccs	1341
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/89756/ccs	1032
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/89930/ccs	556
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/90027/ccs	642
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/90708/ccs	1389
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/91121/ccs	1031
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/92120/ccs	1043
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/92470/ccs	887
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/92637/ccs	803
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/95743/ccs	1158
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/96528/ccs	1164
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/96532/ccs	1155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/96753/ccs	532
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/98174/ccs	390
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/98216/ccs	560
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/99480/ccs	1092
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/99893/ccs	1152
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/100018/ccs	292
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/101527/ccs	658
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/102235/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/102294/ccs	523
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/102924/ccs	976
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/103001/ccs	640
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/103560/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/106232/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/106721/ccs	506
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/107726/ccs	497
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/108032/ccs	1371
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/108176/ccs	893
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/108840/ccs	1938
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/109444/ccs	941
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/109873/ccs	534
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/110782/ccs	633
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/110969/ccs	876
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/111082/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/111530/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/114926/ccs	1030
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/115234/ccs	1030
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/115909/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/116092/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/116206/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/117104/ccs	732
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/117345/ccs	657
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/117799/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/118319/ccs	547
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/118716/ccs	1266
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/119170/ccs	1038
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/119365/ccs	1159
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/119949/ccs	770
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/119965/ccs	1030
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/120337/ccs	497
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/121258/ccs	502
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/123008/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/123490/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/125265/ccs	653
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127730/ccs	897
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128176/ccs	1154
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128677/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129896/ccs	607
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130436/ccs	1155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131871/ccs	464
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131886/ccs	425
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133028/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133041/ccs	1036
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133628/ccs	1008
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133890/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134373/ccs	886
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134567/ccs	882
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136780/ccs	1103
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/137318/ccs	535
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/137510/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/137580/ccs	640
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/139893/ccs	1163
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/140137/ccs	640
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/140701/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/141883/ccs	802
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/142997/ccs	622
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/143391/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/143418/ccs	1160
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/143779/ccs	1115
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/143811/ccs	615
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/144754/ccs	1029
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/146387/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/148134/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/149595/ccs	1409
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/150985/ccs	460
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/151044/ccs	2017
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/151250/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/151743/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/153109/ccs	1940
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/153725/ccs	1101
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/154259/ccs	1358
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/154375/ccs	887
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/156370/ccs	1265
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/156661/ccs	887
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/157185/ccs	506
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/157298/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/157506/ccs	510
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/157522/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/158253/ccs	888
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/159448/ccs	801
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/159816/ccs	888
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/161536/ccs	1033
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/161921/ccs	1673
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/162128/ccs	639
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/162151/ccs	882
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/4447/ccs	573
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/4796/ccs	1626
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/13199/ccs	2056
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/15931/ccs	881
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/19706/ccs	1103
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/24105/ccs	1199
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/25996/ccs	969
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/30839/ccs	1411
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/34836/ccs	519
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/35549/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/39336/ccs	821
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/43459/ccs	195
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/44154/ccs	588
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/47681/ccs	2249
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/53823/ccs	1029
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/70360/ccs	639
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/75943/ccs	753
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/78644/ccs	2687
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/80944/ccs	2163
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/86038/ccs	481
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/94629/ccs	892
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/97286/ccs	426
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/102065/ccs	1166
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/102107/ccs	997
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/103625/ccs	790
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/107316/ccs	897
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/115402/ccs	563
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/115455/ccs	491
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/117490/ccs	830
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/120541/ccs	1150
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/121984/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/126875/ccs	660
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130391/ccs	662
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136211/ccs	1053
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/137570/ccs	645
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/141194/ccs	881
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/141493/ccs	1094
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/142123/ccs	3792
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/144557/ccs	553
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/149925/ccs	624
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/150962/ccs	878
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/151271/ccs	876
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/153778/ccs	1019
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/154887/ccs	745
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/159307/ccs	1105
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/159437/ccs	949
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/259/ccs	668
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/1431/ccs	930
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/8278/ccs	818
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/8560/ccs	2297
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/10514/ccs	1173
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/13113/ccs	449
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/16216/ccs	833
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/16824/ccs	622
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/17273/ccs	967
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/21771/ccs	2549
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/23601/ccs	1077
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/24351/ccs	639
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/24815/ccs	705
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/26625/ccs	1756
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/28664/ccs	3664
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/29671/ccs	675
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/32795/ccs	587
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/35593/ccs	782
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/37132/ccs	1100
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/38010/ccs	887
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/42985/ccs	949
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/44274/ccs	888
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/44339/ccs	657
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/45711/ccs	673
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/47643/ccs	532
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/53315/ccs	1203
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/54253/ccs	747
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/55612/ccs	1101
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/56092/ccs	719
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/60501/ccs	1784
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/62852/ccs	673
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/64795/ccs	586
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/67582/ccs	1013
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/69068/ccs	732
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/73460/ccs	1038
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/76554/ccs	761
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/76672/ccs	867
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/77804/ccs	584
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/78072/ccs	1756
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/78937/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/81302/ccs	896
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/81721/ccs	886
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/81927/ccs	1947
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/82383/ccs	653
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/82645/ccs	712
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/84181/ccs	534
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/85873/ccs	2565
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/90823/ccs	2403
