#id	length
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/126829/ccs	546
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/126901/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/126907/ccs	749
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/126956/ccs	1174
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127021/ccs	886
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127085/ccs	878
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127108/ccs	866
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127121/ccs	554
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127138/ccs	1000
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127237/ccs	587
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127244/ccs	419
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127257/ccs	886
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127276/ccs	553
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127292/ccs	737
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127295/ccs	535
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127319/ccs	925
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127344/ccs	999
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127416/ccs	2326
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127457/ccs	536
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127458/ccs	461
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127547/ccs	886
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127551/ccs	1394
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127579/ccs	2763
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127590/ccs	1359
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127591/ccs	823
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127621/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127622/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127653/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127698/ccs	1949
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127779/ccs	1529
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127823/ccs	994
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127879/ccs	788
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127909/ccs	967
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127932/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127967/ccs	465
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127969/ccs	949
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127975/ccs	2308
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127990/ccs	991
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/127999/ccs	1019
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128001/ccs	639
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128003/ccs	1195
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128180/ccs	1997
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128213/ccs	744
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128231/ccs	1023
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128243/ccs	1098
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128258/ccs	784
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128282/ccs	1237
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128368/ccs	578
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128388/ccs	506
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128427/ccs	1036
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128434/ccs	549
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128438/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128473/ccs	597
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128482/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128498/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128515/ccs	1193
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128517/ccs	1021
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128553/ccs	1408
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128558/ccs	1270
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128613/ccs	1164
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128646/ccs	1035
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128653/ccs	832
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128710/ccs	1276
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128716/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128760/ccs	743
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128864/ccs	1032
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128951/ccs	825
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128957/ccs	1160
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128963/ccs	803
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128976/ccs	1385
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/128981/ccs	1102
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129013/ccs	737
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129038/ccs	2160
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129048/ccs	906
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129053/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129115/ccs	1308
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129158/ccs	1101
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129246/ccs	1731
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129257/ccs	887
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129363/ccs	614
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129401/ccs	949
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129438/ccs	644
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129455/ccs	1030
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129468/ccs	410
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129519/ccs	575
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129531/ccs	461
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129550/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129570/ccs	1473
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129614/ccs	532
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129633/ccs	453
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129644/ccs	1162
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129671/ccs	1443
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129808/ccs	519
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129865/ccs	615
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129871/ccs	781
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129880/ccs	503
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129887/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129945/ccs	461
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129953/ccs	945
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/129984/ccs	450
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130007/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130046/ccs	640
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130062/ccs	2448
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130106/ccs	567
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130146/ccs	563
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130161/ccs	1202
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130169/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130182/ccs	842
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130219/ccs	1156
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130225/ccs	751
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130232/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130263/ccs	2085
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130275/ccs	1031
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130320/ccs	788
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130372/ccs	1159
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130421/ccs	868
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130425/ccs	1155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130444/ccs	353
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130445/ccs	3257
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130483/ccs	1338
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130579/ccs	1317
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130611/ccs	887
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130626/ccs	500
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130632/ccs	609
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130648/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130671/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130689/ccs	599
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130717/ccs	1372
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130721/ccs	1036
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130743/ccs	1317
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130744/ccs	1375
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130757/ccs	718
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130771/ccs	646
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130812/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130841/ccs	1164
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130857/ccs	1381
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130872/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130897/ccs	1102
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130947/ccs	511
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130949/ccs	897
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/130971/ccs	1032
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131025/ccs	1439
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131031/ccs	599
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131083/ccs	1156
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131125/ccs	433
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131132/ccs	2252
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131156/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131174/ccs	629
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131233/ccs	633
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131251/ccs	1954
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131344/ccs	588
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131394/ccs	775
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131413/ccs	886
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131438/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131460/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131544/ccs	573
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131571/ccs	543
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131608/ccs	1719
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131650/ccs	1315
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131658/ccs	1051
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131696/ccs	1216
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131721/ccs	757
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131776/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131801/ccs	1088
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131829/ccs	663
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131843/ccs	961
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131873/ccs	1218
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131907/ccs	615
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131910/ccs	558
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131935/ccs	875
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131937/ccs	719
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131940/ccs	890
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131958/ccs	1941
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131993/ccs	611
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/131994/ccs	597
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132026/ccs	585
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132034/ccs	1566
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132042/ccs	635
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132060/ccs	1051
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132078/ccs	789
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132091/ccs	1102
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132125/ccs	1652
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132141/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132181/ccs	556
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132204/ccs	386
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132208/ccs	994
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132235/ccs	1102
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132283/ccs	935
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132284/ccs	455
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132430/ccs	4414
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132453/ccs	511
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132480/ccs	517
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132483/ccs	1214
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132589/ccs	1571
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132599/ccs	881
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132644/ccs	504
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132650/ccs	567
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132662/ccs	570
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132672/ccs	515
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132719/ccs	501
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132723/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132739/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132771/ccs	1099
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132798/ccs	515
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132808/ccs	993
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132900/ccs	1555
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132908/ccs	880
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132919/ccs	1448
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132925/ccs	523
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132937/ccs	1155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132971/ccs	882
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/132990/ccs	590
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133003/ccs	815
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133016/ccs	1312
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133040/ccs	1162
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133072/ccs	1174
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133101/ccs	1870
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133109/ccs	1035
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133121/ccs	1973
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133147/ccs	641
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133226/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133230/ccs	465
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133237/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133287/ccs	609
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133309/ccs	829
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133320/ccs	883
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133325/ccs	948
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133327/ccs	567
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133332/ccs	598
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133364/ccs	742
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133416/ccs	570
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133459/ccs	525
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133461/ccs	533
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133477/ccs	1180
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133503/ccs	898
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133511/ccs	1102
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133515/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133520/ccs	664
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133528/ccs	1018
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133550/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133562/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133574/ccs	1029
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133579/ccs	1027
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133625/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133636/ccs	568
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133674/ccs	507
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133685/ccs	1156
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133697/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133712/ccs	659
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133715/ccs	1160
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133725/ccs	999
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133727/ccs	2155
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133729/ccs	2368
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133761/ccs	685
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133763/ccs	992
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133781/ccs	1374
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133819/ccs	682
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133833/ccs	778
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133867/ccs	662
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133916/ccs	982
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133962/ccs	1413
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/133986/ccs	1630
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134001/ccs	1919
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134032/ccs	1037
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134094/ccs	1274
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134148/ccs	574
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134196/ccs	1994
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134251/ccs	1251
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134259/ccs	343
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134269/ccs	559
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134270/ccs	803
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134280/ccs	1512
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134288/ccs	846
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134330/ccs	396
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134341/ccs	458
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134346/ccs	2779
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134357/ccs	1113
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134445/ccs	2405
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134449/ccs	537
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134467/ccs	1033
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134469/ccs	741
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134520/ccs	322
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134561/ccs	985
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134568/ccs	738
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134588/ccs	1385
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134614/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134622/ccs	888
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134647/ccs	884
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134715/ccs	658
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134732/ccs	489
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134782/ccs	525
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134791/ccs	555
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134792/ccs	452
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134798/ccs	738
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134834/ccs	629
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134836/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134869/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134899/ccs	1051
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134919/ccs	880
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134943/ccs	641
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134950/ccs	1934
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134956/ccs	1067
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/134976/ccs	622
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135009/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135060/ccs	506
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135105/ccs	539
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135124/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135126/ccs	553
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135239/ccs	544
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135282/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135301/ccs	1890
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135302/ccs	1347
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135349/ccs	1102
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135392/ccs	621
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135419/ccs	811
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135432/ccs	659
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135447/ccs	1537
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135475/ccs	691
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135476/ccs	625
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135522/ccs	868
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135630/ccs	1158
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135656/ccs	746
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135665/ccs	1157
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135678/ccs	3763
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135706/ccs	1158
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135707/ccs	598
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135709/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135715/ccs	1163
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135723/ccs	575
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135852/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135903/ccs	887
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135923/ccs	590
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135926/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135949/ccs	1404
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135959/ccs	1112
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135975/ccs	1393
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135976/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135979/ccs	741
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/135997/ccs	462
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136004/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136005/ccs	3596
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136017/ccs	1220
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136020/ccs	1376
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136034/ccs	1095
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136066/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136081/ccs	1034
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136170/ccs	789
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136184/ccs	559
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136189/ccs	505
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136197/ccs	885
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136204/ccs	485
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136255/ccs	1086
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136265/ccs	737
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136268/ccs	1158
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136276/ccs	525
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136314/ccs	704
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136325/ccs	1030
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136447/ccs	647
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136464/ccs	658
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136498/ccs	1187
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136507/ccs	519
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136515/ccs	1273
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136532/ccs	803
m180830_014130_42160_c101470662550000001823305209201893_s1_p0/136540/ccs	768
